"","Date","Tav","dprcp","hil_ind","Elevation","dayl","Tma","Pma","simSWE","dSWE","dSWElag"
"4169",2008-01-30,-3.98750152587888,1.62200001868769,194,2536,9.49932454732081,-5.39166895548491,1.62200001868769,0,0,0
"4170",2008-01-31,-8.07083740234373,0.356000015744939,194,2536,9.54414552743197,-11.8083394368488,1.97800003443263,0,0,0
"4171",2008-02-01,-6.22500076293943,0,194,2536,9.58959835589432,-15.6041742960611,1.97800003443263,0,0,0
"4172",2008-02-02,-10.1374992370605,2.20900000131223,194,2536,9.63565804763735,-26.6875063578286,4.18700003574486,0,0,0
"4173",2008-02-03,-8.08750127156573,0,194,2536,9.68230012916283,-36.5083401997883,4.18700003574486,0,0,0
"4174",2008-02-04,-6.95000305175779,11.4109999012726,194,2536,9.72950065851725,-39.4708417256672,13.9759999183298,0,0,0
"4175",2008-02-05,-6.42916590372719,2.13499997626059,194,2536,9.77723624230307,-37.8291702270506,15.7549998788454,0,0,0
"4176",2008-02-06,-4.56249974568683,21.1080001783557,194,2536,9.82548404985528,-36.166669209798,36.8630000572011,0,0,0
"4177",2008-02-07,-9.28333511352537,9.38400009908946,194,2536,9.87422182471587,-35.3125050862629,44.0380001549783,0,0,0
"4178",2008-02-08,-4.70833562215167,0,194,2536,9.92342789354238,-31.9333394368489,44.0380001549783,0,0,0
"4179",2008-02-09,-1.604168955485,0,194,2536,9.9730811725897,-26.5875053405761,32.6270002537058,0,0,0
"4180",2008-02-10,-1.74999847412107,0,194,2536,10.0231611719055,-21.9083379109699,30.4920002774452,0,0,0
"4181",2008-02-11,-5.08333307902016,0,194,2536,10.0736479973792,-22.4291712443033,9.38400009908946,0,0,0
"4182",2008-02-12,-5.59583384195961,0,194,2536,10.1245223507848,-18.7416699727375,0,0,0,0
"4183",2008-02-13,-5.72083511352537,0,194,2536,10.1757655279537,-19.7541694641112,0,0,0,0
"4184",2008-02-14,-3.7416684468587,0,194,2536,10.2273594152134,-21.8916689554849,0,0,0,0
"4185",2008-02-15,-6.17083714803058,0,194,2536,10.2792864842228,-26.3125076293944,0,0,0,0
"4186",2008-02-16,-8.51250050862628,0,194,2536,10.3315297853305,-29.7416750590005,0,0,0,0
"4187",2008-02-17,-6.00416666666664,0,194,2536,10.3840729395812,-30.1500078837076,0,0,0,0
"4188",2008-02-18,-5.4291684468587,0,194,2536,10.4369001294845,-29.8583412170409,0,0,0,0
"4189",2008-02-19,-2.34999821980792,0,194,2536,10.4899960886612,-28.4666709899901,0,0,0,0
"4190",2008-02-20,-3.11250152587888,0,194,2536,10.543346090474,-25.4083353678384,0,0,0,0
"4191",2008-02-21,-3.78333384195961,1.63400000965339,194,2536,10.5969359357419,-20.6791687011718,1.63400000965339,0,0,0
"4192",2008-02-22,-2.05833536783852,0,194,2536,10.6507519396363,-16.7333374023436,1.63400000965339,0,0,0
"4193",2008-02-23,-0.16249821980792,0,194,2536,10.7047809178484,-11.4666671752928,1.63400000965339,0,0,0
"4194",2008-02-24,2.83749796549481,0,194,2536,10.7590101721103,-6.27917098999012,1.63400000965339,0,0,0
"4195",2008-02-25,-0.0583340962727637,0,194,2536,10.813427475151,-3.225003560384,1.63400000965339,0,0,0
"4196",2008-02-26,-0.887496693929014,0,194,2536,10.8680210551581,-0.329166412353408,0,0,0,0
"4197",2008-02-27,-3.72500203450519,0.835000001097796,194,2536,10.9227795798143,-1.99583307902008,0.835000001097796,0,0,0
"4198",2008-02-28,-3.47916641235349,0.100000001111766,194,2536,10.9776921399692,-5.31250127156565,0.935000002209562,0,0,0
"4199",2008-02-29,-2.09999949137368,1.44399998462177,194,2536,11.0327482330056,-10.2499987284341,2.37899998683133,0,0,0
"4200",2008-03-01,-2.75416412353513,39.5110002595175,194,2536,11.0879377459506,-12.9458287556965,41.8900002463488,0,0,0
"4201",2008-03-02,-2.39166870117185,11.2819999427302,194,2536,11.1432509383798,-14.4500007629393,53.172000189079,0,0,0
"4202",2008-03-03,-2.34166564941404,2.25300004240125,194,2536,11.1986784251574,-13.0666643778482,54.5900002303825,0,0,0
"4203",2008-03-04,-10.9833307902018,7.35999992466532,194,2536,11.2542111590506,-20.5708287556965,61.850000153936,0,0,0
"4204",2008-03-05,-15.0583360036214,2.1670000263839,194,2536,11.3098404132536,-33.5291652679442,62.5730001956982,0,0,0
"4205",2008-03-06,-10.2624998728434,0,194,2536,11.3655577638505,-41.0375010172525,23.0619999361807,0,0,0
"4206",2008-03-07,-2.10416768391925,0,194,2536,11.4213550722457,-40.7499999999999,11.7799999934505,0,0,0
"4207",2008-03-08,-7.88333358764646,0,194,2536,11.4772244675854,-46.2916679382323,9.52699995104922,0,0,0
"4208",2008-03-09,-5.22499949137368,0,194,2536,11.5331583291897,-40.5333366394042,2.1670000263839,0,0,0
"4209",2008-03-10,-5.34166692097979,0,194,2536,11.5891492690147,-30.8166675567626,0,0,0,0
"4210",2008-03-11,-7.11666971842446,15.8650001583737,194,2536,11.6451901141584,-27.6708374023436,15.8650001583737,0,0,0
